Date,Title,Kicker,Image,Link,Word_Count_Title,Word_Count_Kicker,Character_Count_Title,Character_Count_Kicker,Capital_Words_Kicker,Sentiment_Title,Sentiment_Kicker,Keyword_Frequency_Title,Keyword_Frequency_Kicker,Readability_Score_Title,Readability_Score_Kicker,Title_Complexity
2025-02-14,"LEONARDO BAPTISTA, PAY4FUN'S CEO","""Pay4Fun welcomes the start of Brazilian regulation because it will bring more security and transparency""",https://imagenesyogonet.b-cdn.net/data/imagenes/2024/04/11/63382/1712858097-leonardo-baptista-pay4fun.jpg,https://www.yogonet.com/international/news/2025/02/14/95028--34pay4fun-welcomes-the-start-of-brazilian-regulation-because-it-will-bring-more-security-and-transparency-34,4,15,32,105,"['""Pay4Fun', 'Brazilian']",0.0,0.5,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 1, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,7.25
2025-02-14,MIROSLAV VALENTA AND STANISLAV STANEV,"SYNOT Group: ""Moving ICE to Barcelona was the perfect chance for us to take our presentation to the next level""",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/22/71871/1737576279-ice-barcelona-2025-1-48-synot.jpg,https://www.yogonet.com/international/news/2025/02/14/94993-synot-group-34moving-ice-to-barcelona-was-the-perfect-chance-for-us-to-take-our-presentation-to-the-next-level-34,5,20,37,111,"['Group:', '""Moving', 'Barcelona']",0.0,0.5,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 3, 'in': 0, 'for': 1, 'gambling': 0, 'the': 2, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.6
2025-02-10,INTERVIEW AT ICE BARCELONA,"Digital Isle of Man: ""Businesses license with us for our credibility""",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/22/71853/1737571733-ice-barcelona-2025-1-41-nathan-lunt-lyle-wraxall-digital-isle-of-man.jpg,https://www.yogonet.com/international/news/2025/02/10/94689-digital-isle-of-man-34businesses-license-with-us-for-our-credibility-34,4,11,26,69,"['Digital', 'Isle', 'Man:', '""Businesses']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.75
2025-02-07,"RAY PINEAULT, PRESIDENT AND CEO","""Mohegan has a unique advantage in integrating sports betting with a broader entertainment and hospitality experience""",https://imagenesyogonet.b-cdn.net/data/imagenes/2024/10/15/69031/1729023477-g2e-2024-1-46-ray-pineault-mohegan-sun.jpg,https://www.yogonet.com/international/news/2025/02/07/94636--34mohegan-has-a-unique-advantage-in-integrating-sports-betting-with-a-broader-entertainment-and-hospitality-experience-34,5,16,31,118,"['""Mohegan']",0.0,0.375,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,5.4
2025-02-07,"ANDRII LYPOVYI, SALES MANAGER","Slotegrator: ""Not every provider offers the level of flexibility and customization that we do""",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/23/71933/1737639374-ice-barcelona-2025-1-50-andrii-lypovyi-slotegrator.jpg,https://www.yogonet.com/international/news/2025/02/07/94439-slotegrator-34not-every-provider-offers-the-level-of-flexibility-and-customization-that-we-do-34,4,14,29,94,"['Slotegrator:', '""Not']",0.0,0.1,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 1, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,6.5
2025-02-07,"CARLA DUALIB, REGIONAL BUSINESS DEVELOPMENT MANAGER","SOFTSWISS: ""Brazil is poised to become a trendsetter in the iGaming sector""",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/07/72409/1738948464-carla-dualib-softswiss-04.jpg,https://www.yogonet.com/international/news/2025/02/07/94424-softswiss-34brazil-is-poised-to-become-a-trendsetter-in-the-igaming-sector-34,6,12,51,75,"['""Brazil']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.666666666666667
2025-02-17,INTERVIEW AT ICE BARCELONA 2025,"SUZOHAPP: ""The focus for 2025 is to re-energize the company and be that partner that everyone who's worked with us knows""",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/23/71932/1737639373-ice-barcelona-2025-1-51-george-mcdowell-jim-kirner-suzohapp.jpg,https://www.yogonet.com/international/news/2025/02/17/94322-suzohapp-34the-focus-for-2025-is-to-reenergize-the-company-and-be-that-partner-that-everyone-who-39s-worked-with-us-knows-34,5,21,31,121,"['""The']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 1, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,5.4
2025-02-05,INTERNATIONAL PRESIDENT OF ZITRO,"Sebastián Salat: ""The advances in legal certainty in Latin America are excellent news for Zitro""",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/21/71677/1737464206-ice-barcelona-2025-1-08-sebastian-salat-zitro.jpg,https://www.yogonet.com/international/news/2025/02/05/94197-sebastian-salat-34the-advances-in-legal-certainty-in-latin-america-are-excellent-news-for-zitro-34,4,15,32,96,"['Sebastián', 'Salat:', '""The', 'Latin', 'America', 'Zitro""']",0.0,0.6,"{'to': 0, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 2, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.25
2025-02-04,BUSINESS DEVELOPMENT MANAGER,"Pablo Bonifacich: ""The challenge for End2End will be to keep up with new technologies""",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/22/71821/1737560879-ice-barcelona-2025-1-28-pablo-bonifacich-end-2-end.jpg,https://www.yogonet.com/international/news/2025/02/04/94089-pablo-bonifacich-34the-challenge-for-end2end-will-be-to-keep-up-with-new-technologies-34,3,14,28,86,"['Pablo', 'Bonifacich:', '""The', 'End2End']",0.0,0.13636363636363635,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 1}",0.0,0.0,8.666666666666666
2025-02-04,"JOSHUA MORRIS, SVP OF CONTENT & AGGREGATION","""Rebranding to Aristocrat Interactive allowed us to double down on the strength of our business""",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/22/71854/1737571734-ice-barcelona-2025-1-40-aristocrat.jpg,https://www.yogonet.com/international/news/2025/02/04/94080--34rebranding-to-aristocrat-interactive-allowed-us-to-double-down-on-the-strength-of-our-business-34,7,15,43,96,"['""Rebranding', 'Aristocrat', 'Interactive']",0.0,-0.07777777777777779,"{'to': 0, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 2, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.285714285714286
2025-02-24,"MARTIN MARTIROSYAN, GROUP CEO IMAGINE LIVE","Imagine Live: ""The live casino sector is highly dynamic and requires continuous innovation to stay ahead""",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/22/71863/1737571739-ice-barcelona-2025-1-31-martin-martirosyan-imagine-live.jpg,https://www.yogonet.com/international/news/2025/02/24/93669-imagine-live-34the-live-casino-sector-is-highly-dynamic-and-requires-continuous-innovation-to-stay-ahead-34,6,16,42,105,"['Imagine', 'Live:', '""The']",0.13636363636363635,0.0909090909090909,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,6.166666666666667
2025-02-20,UNDER ‘BETS’ REGULATIONS,Brazil opens public consultation on eSports regulation to boost transparency,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/02/67393/1725280687-giovanni-rocco-neto-secretario-apuestas-deportivas-brasil.jpg,https://www.yogonet.com/international/news/2025/02/20/95678-brazil-opens-public-consultation-on-esports-regulation-to-boost-transparency,3,10,24,76,['Brazil'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.333333333333333
2024-06-19,FOR BOTH AMATEURS AND EXPERIENCED PLAYERS,Thunderpick and HEROIC unveil Path to the Pros Counter-Strike 2 tournament,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/06/19/65405/1718803886-thunderpick-heroic-path-to-the-pros-counter-strike-2-tournament.jpg,https://www.yogonet.com/international/news/2024/06/19/72739-thunderpick-and-heroic-unveil-path-to-the-pros-counterstrike-2-tournament,6,11,41,74,"['Thunderpick', 'Path', 'Pros', 'Counter-Strike']",0.8,0.7,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 1, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,6.0
2023-09-06,ANALYSIS,A powerhouse partnership: esports in online casinos,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/02/03/34913/1625365383-esports-competicion-generica.png,https://www.yogonet.com/international/news/2023/09/06/68656-a-powerhouse-partnership-esports-in-online-casinos,1,7,8,51,['A'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,8.0
2023-08-23,"LEAGUE OF LEGENDS, COUNTER-STRIKE, DOTA 2","Rivalry launches ""industry-first"" same-game parlays for esports",https://imagenesyogonet.b-cdn.net/data/imagenes/2023/08/23/57007/1692793030-rivalry-same-game-combo-02-mobile.jpg,https://www.yogonet.com/international/news/2023/08/23/68445-rivalry-launches-34industryfirst-34-samegame-parlays-for-esports,6,7,41,63,['Rivalry'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.0
2023-08-17,55 MILLION USERS EXPECTED IN LATAM,Mexico is the second country in Latin America with the highest number of eSports fans,https://imagenesyogonet.b-cdn.net/data/imagenes/2018/08/29/20788/1625245804-esports-generica-06.jpg,https://www.yogonet.com/international/news/2023/08/17/68356-mexico-is-the-second-country-in-latin-america-with-the-highest-number-of-esports-fans,6,15,34,85,"['Mexico', 'Latin', 'America']",-0.1,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 1, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 2, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.833333333333333
2023-08-07,"ACCOMPANIED BY WIDGETS, IN-PLAY STATS","Kambi’s Abios delivering esports odds feed, betting solution to new UK-based operator Dragoni",https://imagenesyogonet.b-cdn.net/data/imagenes/2023/08/04/56647/1691169413-oskar-froberg-fundador-abios.jpg,https://www.yogonet.com/international/news/2023/08/07/68205-kambis-abios-delivering-esports-odds-feed-betting-solution-to-new-ukbased-operator-dragoni,5,13,37,93,"['Abios', 'Dragoni']",0.0,0.13636363636363635,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 1}",0.0,0.0,6.6
2023-07-31,ACQUIRED RIGHTS FOR TRADEMARK USE,Esports betting operator GG.BET expands to the UK through Rednines Gaming deal,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/07/31/56524/1690815294-ggbet-enters-uk-market.jpg,https://www.yogonet.com/international/news/2023/07/31/68115-esports-betting-operator-ggbet-expands-to-the-uk-through-rednines-gaming-deal,5,12,33,78,"['Esports', 'Rednines', 'Gaming']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 1, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 1, 'new': 0}",0.0,46.60500000000002,5.8
2023-07-18,NEW PARTNERSHIP,Digitain expands eSports content offering through BETER integration,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/07/17/56257/1689620346-digitain-beter-acuerdo.jpg,https://www.yogonet.com/international/news/2023/07/18/67953-digitain-expands-esports-content-offering-through-beter-integration,2,8,15,67,['Digitain'],0.13636363636363635,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.0
2023-05-31,PRODUCT NOW AVAILABLE ON IOS,Rivalry goes live with esports betting mobile app in Ontario,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/05/31/54947/1685540507-rivalry-esports-betting-app-ontario.jpg,https://www.yogonet.com/international/news/2023/05/31/67353-rivalry-goes-live-with-esports-betting-mobile-app-in-ontario,5,10,28,60,"['Rivalry', 'Ontario']",0.4,0.13636363636363635,"{'to': 0, 'in': 0, 'of': 0, 'on': 1, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.8
2023-05-15,IN PARTNERSHIP WITH GRID,"Inspired introduces Re-Play eSports, a new product fusing virtual sports and esports",https://imagenesyogonet.b-cdn.net/data/imagenes/2023/05/15/54498/1684158357-inspired-re-play-esports-cs-go-grid.jpg,https://www.yogonet.com/international/news/2023/05/15/67152-inspired-introduces-replay-esports-a-new-product-fusing-virtual-sports-and-esports,4,12,24,84,"['Inspired', 'Re-Play']",0.0,0.13636363636363635,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 1}",0.0,0.0,5.25
2023-05-09,NAMING RIGHTS AGREEMENT RENEWAL,"Las Vegas: Luxor's esports arena to retain HyperX sponsorship, naming rights",https://imagenesyogonet.b-cdn.net/data/imagenes/2021/01/13/34645/1625364305-hyperx-esports-arena-las-vegas-allied-02.jpg,https://www.yogonet.com/international/news/2023/05/09/67075-las-vegas-luxor-39s-esports-arena-to-retain-hyperx-sponsorship-naming-rights,4,11,31,76,"['Las', 'Vegas:']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.0
2023-03-30,GLOBAL AGREEMENT,Entain's unikrn brand inks multi-year partnership with esports company BLAST,https://imagenesyogonet.b-cdn.net/data/imagenes/2017/10/02/15512/1625224683-esports-generica-03.jpg,https://www.yogonet.com/international/news/2023/03/30/66661-entain-39s-unikrn-brand-inks-multiyear-partnership-with-esports-company-blast,2,10,16,76,[],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.5
2023-01-12,NOW HEADED TO GAMING COMMISSION,Nevada Gaming Control Board votes to recommend approval of esports betting regulations,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/02/03/34913/1625365383-esports-competicion-generica.png,https://www.yogonet.com/international/news/2023/01/12/65691-nevada-gaming-control-board-votes-to-recommend-approval-of-esports-betting-regulations,5,12,31,86,"['Nevada', 'Gaming', 'Control', 'Board']",0.0,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 1, 'and': 0, 'gaming': 1, 'new': 0}",0.0,0.0,5.4
2023-01-03,INCLUDING A RANKING SYSTEM,Greentube updates its mobile esports game Ski Challenge with new features,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/08/30/48562/1661861789-michael-bauer-greentube-ski-challenge.jpg,https://www.yogonet.com/international/news/2023/01/03/65572-greentube-updates-its-mobile-esports-game-ski-challenge-with-new-features,4,11,26,73,"['Greentube', 'Ski', 'Challenge']",0.0,-0.13181818181818183,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 1, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 1}",0.0,0.0,5.75
2022-12-21,FROM MOST BET-ON TITLES TO TRENDS,Rivalry releases year-end report outlining the esports betting industry in 2022,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/12/21/51258/1671629708-rivalry-wrapped-2022.jpg,https://www.yogonet.com/international/news/2022/12/21/65496-rivalry-releases-yearend-report-outlining-the-esports-betting-industry-in-2022,6,11,33,79,['Rivalry'],0.5,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.666666666666667
2022-12-14,ANALYSIS,Esports betting industry continues to develop technologies,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/12/14/51149/1671053810-virtual-reality-esports-generica-banco-imagenes.jpg,https://www.yogonet.com/international/news/2022/12/14/65405-esports-betting-industry-continues-to-develop-technologies,1,7,8,58,['Esports'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,8.0
2022-12-01,TARGETING FURTHER GROWTH IN 2023,unikrn to launch revamped esports betting platform in Brazil and Canada,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/12/01/50888/1669907813-justin-dellario-ceo-unikrn.jpg,https://www.yogonet.com/international/news/2022/12/01/65235-unikrn-to-launch-revamped-esports-betting-platform-in-brazil-and-canada,5,11,32,71,"['Brazil', 'Canada']",0.0,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,5.6
2022-11-16,TO DEVELOP A LONG-TERM STRATEGY,"EU Parliament passes resolution to support video gaming, safeguard esports from illegal gambling and match-fixing",https://imagenesyogonet.b-cdn.net/data/imagenes/2018/10/24/21923/1625250361-esports-generica-07.jpg,https://www.yogonet.com/international/news/2022/11/16/65058-eu-parliament-passes-resolution-to-support-video-gaming-safeguard-esports-from-illegal-gambling-and-matchfixing,5,15,31,113,['Parliament'],0.0,-0.5,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 1, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 0}",0.0,0.0,5.4
2022-11-01,SITES CLOSED ON NOV. 1,"EEG's Vie.gg esportsbook shuts down its operations in New Jersey, Spain and the UK",https://imagenesyogonet.b-cdn.net/data/imagenes/2021/11/19/40857/1637343332-grant-johnson-ceo-esports-entertainment-group-02.jpg,https://www.yogonet.com/international/news/2022/11/01/64863-eeg-39s-viegg-esportsbook-shuts-down-its-operations-in-new-jersey-spain-and-the-uk,5,14,22,82,"['New', 'Jersey,', 'Spain']",-0.1,-0.009595959595959616,"{'to': 0, 'in': 0, 'of': 0, 'on': 1, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 1, 'gaming': 0, 'new': 1}",100.24000000000002,71.76785714285715,3.6
2022-10-31,FOR TWO POPULAR ESPORTS EVENTS,Rivalry allies with Low6 to create new free-to-play esports Pick'em game,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/04/28/45247/1651149566-rivalry-mobile-generica.jpg,https://www.yogonet.com/international/news/2022/10/31/64843-rivalry-allies-with-low6-to-create-new-freetoplay-esports-pick-39em-game,5,11,30,72,"['Rivalry', 'Low6']",0.6,-0.13181818181818183,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 1, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 1}",0.0,0.0,5.2
2025-03-07,GAMING CONFERENCE ON 17-19 MARCH,Asia Gaming Awards 2025 nominations open until March 11th,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/07/73277/1741362608-asia-gaming-awards-2025-nominate-now.jpg,https://www.yogonet.com/international/news/2025/03/07/97419-asia-gaming-awards-2025-nominations-open-until-march-11th,5,9,32,57,"['Asia', 'Gaming', 'Awards', 'March']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 1, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 1}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 1, 'new': 0}",0.0,0.0,5.6
2025-03-07,16-18 SEPTEMBER 2025,"SBC Summit Lisbon to return for biggest edition yet with 30,000 industry professionals set to attend",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/07/73249/1741351218-sbc-summit-lisbon-2025.jpg,https://www.yogonet.com/international/news/2025/03/07/97388-sbc-summit-lisbon-to-return-for-biggest-edition-yet-with-30-000-industry-professionals-set-to-attend,3,16,20,100,"['Summit', 'Lisbon']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 2, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.0
2025-03-07,FESTIVAL ARENA IN FESTIVAL CITY,Finery Markets triumphs at AIBC Pitch competition in Dubai,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/06/73219/1741269759-finery-markets-wins-aibc-pitch-dubai.jpg,https://www.yogonet.com/international/news/2025/03/07/97288-finery-markets-triumphs-at-aibc-pitch-competition-in-dubai,5,9,31,58,"['Finery', 'Markets', 'Pitch', 'Dubai']",0.0,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.4
2025-03-05,"HELD ON FEB 27TH, PALMS CASINO RESORT",Eilers & Krejcik Gaming announces individual category winners for 7th annual EKG Slot Awards,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/05/73173/1741184345-ekg-slot-awards-2025-01.jpg,https://www.yogonet.com/international/news/2025/03/05/97174-eilers-krejcik-gaming-announces-individual-category-winners-for-7th-annual-ekg-slot-awards,7,14,37,92,"['Eilers', 'Krejcik', 'Gaming', 'Slot', 'Awards']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 1, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 1, 'new': 0}",0.0,0.0,4.428571428571429
